   64 1.467	 1.540	 1.594	 2.666	 3.585	 1.386	 1.103	 1.340	 1.520	 1.383	 1.752	 1.462	 86.640	
   65 1.467	 1.540	 1.594	 2.666	 3.585	 1.386	 1.103	 1.340	 1.520	 1.383	 1.752	 1.462	 86.640	
   66 1.496	 1.591	 1.569	 2.365	 3.622	 1.397	 1.080	 1.357	 1.402	 1.487	 1.676	 1.404	 71.548	
   67 1.496	 1.591	 1.569	 2.365	 3.622	 1.397	 1.080	 1.357	 1.402	 1.487	 1.676	 1.404	 71.548	
   68 1.496	 1.591	 1.569	 2.365	 3.622	 1.397	 1.080	 1.357	 1.402	 1.487	 1.676	 1.404	 71.548	
   69 1.496	 1.591	 1.569	 2.365	 3.622	 1.397	 1.080	 1.357	 1.402	 1.487	 1.676	 1.404	 71.548	
   70 1.496	 1.591	 1.569	 2.365	 3.622	 1.397	 1.080	 1.357	 1.402	 1.487	 1.676	 1.404	 71.548	
   71 1.496	 1.591	 1.569	 2.365	 3.622	 1.397	 1.080	 1.357	 1.402	 1.487	 1.676	 1.404	 71.548	
   72 1.496	 1.591	 1.569	 2.365	 3.622	 1.397	 1.080	 1.357	 1.402	 1.487	 1.676	 1.404	 71.548	
   73 1.496	 1.591	 1.569	 2.365	 3.622	 1.397	 1.080	 1.357	 1.402	 1.487	 1.676	 1.404	 71.548	
   74 1.496	 1.591	 1.569	 2.365	 3.622	 1.397	 1.080	 1.357	 1.402	 1.487	 1.676	 1.404	 71.548	
   75 1.496	 1.591	 1.569	 2.365	 3.622	 1.397	 1.080	 1.357	 1.402	 1.487	 1.676	 1.404	 71.548	
   76 1.496	 1.591	 1.569	 2.365	 3.622	 1.397	 1.080	 1.357	 1.402	 1.487	 1.676	 1.404	 71.548	
   77 1.496	 1.591	 1.569	 2.365	 3.622	 1.397	 1.080	 1.357	 1.402	 1.487	 1.676	 1.404	 71.548	
   78 1.496	 1.591	 1.569	 2.365	 3.622	 1.397	 1.080	 1.357	 1.402	 1.487	 1.676	 1.404	 71.548	
   79 1.496	 1.591	 1.569	 2.365	 3.622	 1.397	 1.080	 1.357	 1.402	 1.487	 1.676	 1.404	 71.548	
   80 1.496	 1.591	 1.569	 2.365	 3.622	 1.397	 1.080	 1.357	 1.402	 1.487	 1.676	 1.404	 71.548	
   81 1.496	 1.591	 1.569	 2.365	 3.622	 1.397	 1.080	 1.357	 1.402	 1.487	 1.676	 1.404	 71.548	
   82 1.496	 1.591	 1.569	 2.365	 3.622	 1.397	 1.080	 1.357	 1.402	 1.487	 1.676	 1.404	 71.548	
   83 1.496	 1.591	 1.569	 2.365	 3.622	 1.397	 1.080	 1.357	 1.402	 1.487	 1.676	 1.404	 71.548	
   84 1.496	 1.591	 1.569	 2.365	 3.622	 1.397	 1.080	 1.357	 1.402	 1.487	 1.676	 1.404	 71.548	
   85 1.496	 1.591	 1.569	 2.365	 3.622	 1.397	 1.080	 1.357	 1.402	 1.487	 1.676	 1.404	 71.548	
   86 1.496	 1.591	 1.569	 2.365	 3.622	 1.397	 1.080	 1.357	 1.402	 1.487	 1.676	 1.404	 71.548	
   87 1.496	 1.591	 1.569	 2.365	 3.622	 1.397	 1.080	 1.357	 1.402	 1.487	 1.676	 1.404	 71.548	
   88 1.496	 1.591	 1.569	 2.365	 3.622	 1.397	 1.080	 1.357	 1.402	 1.487	 1.676	 1.404	 71.548	
   89 1.496	 1.591	 1.569	 2.365	 3.622	 1.397	 1.080	 1.357	 1.402	 1.487	 1.676	 1.404	 71.548	
   90 1.496	 1.591	 1.569	 2.365	 3.622	 1.397	 1.080	 1.357	 1.402	 1.487	 1.676	 1.404	 71.548	
   91 1.496	 1.591	 1.569	 2.365	 3.622	 1.397	 1.080	 1.357	 1.402	 1.487	 1.676	 1.404	 71.548	
   92 1.496	 1.591	 1.569	 2.365	 3.622	 1.397	 1.080	 1.357	 1.402	 1.487	 1.676	 1.404	 71.548	
   93 1.496	 1.591	 1.569	 2.365	 3.622	 1.397	 1.080	 1.357	 1.402	 1.487	 1.676	 1.404	 71.548	
   94 1.496	 1.591	 1.569	 2.365	 3.622	 1.397	 1.080	 1.357	 1.402	 1.487	 1.676	 1.404	 71.548	
   95 1.569	 1.527	 1.725	 2.511	 3.613	 1.359	 1.138	 1.353	 1.414	 1.399	 1.647	 1.439	 82.641	
   96 1.569	 1.527	 1.725	 2.511	 3.613	 1.359	 1.138	 1.353	 1.414	 1.399	 1.647	 1.439	 82.641	
   97 1.569	 1.527	 1.725	 2.511	 3.613	 1.359	 1.138	 1.353	 1.414	 1.399	 1.647	 1.439	 82.641	
   98 1.569	 1.527	 1.725	 2.511	 3.613	 1.359	 1.138	 1.353	 1.414	 1.399	 1.647	 1.439	 82.641	
   99 1.531	 1.624	 1.714	 2.372	 3.671	 1.328	 1.102	 1.297	 1.507	 1.344	 1.572	 1.473	 73.597	
  100 1.531	 1.624	 1.714	 2.372	 3.671	 1.328	 1.102	 1.297	 1.507	 1.344	 1.572	 1.473	 73.597	
  101 1.531	 1.624	 1.714	 2.372	 3.671	 1.328	 1.102	 1.297	 1.507	 1.344	 1.572	 1.473	 73.597	
  102 1.531	 1.624	 1.714	 2.372	 3.671	 1.328	 1.102	 1.297	 1.507	 1.344	 1.572	 1.473	 73.597	
  103 1.531	 1.624	 1.714	 2.372	 3.671	 1.328	 1.102	 1.297	 1.507	 1.344	 1.572	 1.473	 73.597	
  104 1.531	 1.624	 1.714	 2.372	 3.671	 1.328	 1.102	 1.297	 1.507	 1.344	 1.572	 1.473	 73.597	
  105 1.531	 1.624	 1.714	 2.372	 3.671	 1.328	 1.102	 1.297	 1.507	 1.344	 1.572	 1.473	 73.597	
  106 1.531	 1.624	 1.714	 2.372	 3.671	 1.328	 1.102	 1.297	 1.507	 1.344	 1.572	 1.473	 73.597	
  107 1.531	 1.624	 1.714	 2.372	 3.671	 1.328	 1.102	 1.297	 1.507	 1.344	 1.572	 1.473	 73.597	
  108 1.531	 1.624	 1.714	 2.372	 3.671	 1.328	 1.102	 1.297	 1.507	 1.344	 1.572	 1.473	 73.597	
  109 1.531	 1.624	 1.714	 2.372	 3.671	 1.328	 1.102	 1.297	 1.507	 1.344	 1.572	 1.473	 73.597	
  110 1.531	 1.624	 1.714	 2.372	 3.671	 1.328	 1.102	 1.297	 1.507	 1.344	 1.572	 1.473	 73.597	
  111 1.531	 1.624	 1.714	 2.372	 3.671	 1.328	 1.102	 1.297	 1.507	 1.344	 1.572	 1.473	 73.597	
  112 1.531	 1.624	 1.714	 2.372	 3.671	 1.328	 1.102	 1.297	 1.507	 1.344	 1.572	 1.473	 73.597	
  113 1.531	 1.624	 1.714	 2.372	 3.671	 1.328	 1.102	 1.297	 1.507	 1.344	 1.572	 1.473	 73.597	
  114 1.531	 1.624	 1.714	 2.372	 3.671	 1.328	 1.102	 1.297	 1.507	 1.344	 1.572	 1.473	 73.597	
  115 1.531	 1.624	 1.714	 2.372	 3.671	 1.328	 1.102	 1.297	 1.507	 1.344	 1.572	 1.473	 73.597	
  116 1.531	 1.624	 1.714	 2.372	 3.671	 1.328	 1.102	 1.297	 1.507	 1.344	 1.572	 1.473	 73.597	
  117 1.531	 1.624	 1.714	 2.372	 3.671	 1.328	 1.102	 1.297	 1.507	 1.344	 1.572	 1.473	 73.597	
  118 1.531	 1.624	 1.714	 2.372	 3.671	 1.328	 1.102	 1.297	 1.507	 1.344	 1.572	 1.473	 73.597	
  119 1.531	 1.624	 1.714	 2.372	 3.671	 1.328	 1.102	 1.297	 1.507	 1.344	 1.572	 1.473	 73.597	
  120 1.531	 1.624	 1.714	 2.372	 3.671	 1.328	 1.102	 1.297	 1.507	 1.344	 1.572	 1.473	 73.597	
  121 1.465	 1.609	 1.606	 2.590	 3.639	 1.232	 1.117	 1.352	 1.490	 1.391	 1.846	 1.479	 76.426	
  122 1.465	 1.609	 1.606	 2.590	 3.639	 1.232	 1.117	 1.352	 1.490	 1.391	 1.846	 1.479	 76.426	
  123 1.465	 1.609	 1.606	 2.590	 3.639	 1.232	 1.117	 1.352	 1.490	 1.391	 1.846	 1.479	 76.426	
  124 1.465	 1.609	 1.606	 2.590	 3.639	 1.232	 1.117	 1.352	 1.490	 1.391	 1.846	 1.479	 76.426	
  125 1.465	 1.609	 1.606	 2.590	 3.639	 1.232	 1.117	 1.352	 1.490	 1.391	 1.846	 1.479	 76.426	
  126 1.465	 1.609	 1.606	 2.590	 3.639	 1.232	 1.117	 1.352	 1.490	 1.391	 1.846	 1.479	 76.426	
  127 1.465	 1.609	 1.606	 2.590	 3.639	 1.232	 1.117	 1.352	 1.490	 1.391	 1.846	 1.479	 76.426	
  128 1.534	 1.604	 1.589	 2.451	 3.641	 1.315	 1.091	 1.338	 1.569	 1.428	 1.643	 1.612	 76.929	
  129 1.534	 1.604	 1.589	 2.451	 3.641	 1.315	 1.091	 1.338	 1.569	 1.428	 1.643	 1.612	 76.929	
  130 1.534	 1.604	 1.589	 2.451	 3.641	 1.315	 1.091	 1.338	 1.569	 1.428	 1.643	 1.612	 76.929	
  131 1.534	 1.604	 1.589	 2.451	 3.641	 1.315	 1.091	 1.338	 1.569	 1.428	 1.643	 1.612	 76.929	
  132 1.528	 1.592	 1.774	 2.391	 3.754	 1.155	 1.128	 1.234	 1.516	 1.250	 1.654	 1.495	 74.283	
  133 1.528	 1.592	 1.774	 2.391	 3.754	 1.155	 1.128	 1.234	 1.516	 1.250	 1.654	 1.495	 74.283	
  134 1.528	 1.592	 1.774	 2.391	 3.754	 1.155	 1.128	 1.234	 1.516	 1.250	 1.654	 1.495	 74.283	
  135 1.528	 1.592	 1.774	 2.391	 3.754	 1.155	 1.128	 1.234	 1.516	 1.250	 1.654	 1.495	 74.283	
  136 1.528	 1.592	 1.774	 2.391	 3.754	 1.155	 1.128	 1.234	 1.516	 1.250	 1.654	 1.495	 74.283	
  137 1.528	 1.592	 1.774	 2.391	 3.754	 1.155	 1.128	 1.234	 1.516	 1.250	 1.654	 1.495	 74.283	
  138 1.528	 1.592	 1.774	 2.391	 3.754	 1.155	 1.128	 1.234	 1.516	 1.250	 1.654	 1.495	 74.283	
  139 1.528	 1.592	 1.774	 2.391	 3.754	 1.155	 1.128	 1.234	 1.516	 1.250	 1.654	 1.495	 74.283	
  140 1.528	 1.592	 1.774	 2.391	 3.754	 1.155	 1.128	 1.234	 1.516	 1.250	 1.654	 1.495	 74.283	
  141 1.528	 1.592	 1.774	 2.391	 3.754	 1.155	 1.128	 1.234	 1.516	 1.250	 1.654	 1.495	 74.283	
  142 1.426	 1.504	 1.525	 2.736	 3.647	 1.247	 1.074	 1.394	 1.484	 1.334	 1.794	 1.496	 85.238	
  143 1.426	 1.504	 1.525	 2.736	 3.647	 1.247	 1.074	 1.394	 1.484	 1.334	 1.794	 1.496	 85.238	
  144 1.426	 1.504	 1.525	 2.736	 3.647	 1.247	 1.074	 1.394	 1.484	 1.334	 1.794	 1.496	 85.238	
  145 1.426	 1.504	 1.525	 2.736	 3.647	 1.247	 1.074	 1.394	 1.484	 1.334	 1.794	 1.496	 85.238	
  146 1.426	 1.504	 1.525	 2.736	 3.647	 1.247	 1.074	 1.394	 1.484	 1.334	 1.794	 1.496	 85.238	
  147 1.426	 1.504	 1.525	 2.736	 3.647	 1.247	 1.074	 1.394	 1.484	 1.334	 1.794	 1.496	 85.238	
  148 1.426	 1.504	 1.525	 2.736	 3.647	 1.247	 1.074	 1.394	 1.484	 1.334	 1.794	 1.496	 85.238	
  149 1.426	 1.504	 1.525	 2.736	 3.647	 1.247	 1.074	 1.394	 1.484	 1.334	 1.794	 1.496	 85.238	
  150 1.426	 1.504	 1.525	 2.736	 3.647	 1.247	 1.074	 1.394	 1.484	 1.334	 1.794	 1.496	 85.238	
  151 1.426	 1.504	 1.525	 2.736	 3.647	 1.247	 1.074	 1.394	 1.484	 1.334	 1.794	 1.496	 85.238	
  152 1.426	 1.504	 1.525	 2.736	 3.647	 1.247	 1.074	 1.394	 1.484	 1.334	 1.794	 1.496	 85.238	
  153 1.426	 1.504	 1.525	 2.736	 3.647	 1.247	 1.074	 1.394	 1.484	 1.334	 1.794	 1.496	 85.238	
  154 1.426	 1.504	 1.525	 2.736	 3.647	 1.247	 1.074	 1.394	 1.484	 1.334	 1.794	 1.496	 85.238	
  155 1.417	 1.550	 1.600	 2.687	 3.666	 1.298	 1.094	 1.306	 1.551	 1.317	 1.786	 1.538	 81.518	
  156 1.573	 1.546	 1.677	 2.605	 3.741	 1.304	 1.110	 1.416	 1.356	 1.306	 1.775	 1.545	 78.773	
  157 1.573	 1.546	 1.677	 2.605	 3.741	 1.304	 1.110	 1.416	 1.356	 1.306	 1.775	 1.545	 78.773	
  158 1.573	 1.546	 1.677	 2.605	 3.741	 1.304	 1.110	 1.416	 1.356	 1.306	 1.775	 1.545	 78.773	
  159 1.573	 1.546	 1.677	 2.605	 3.741	 1.304	 1.110	 1.416	 1.356	 1.306	 1.775	 1.545	 78.773	
  160 1.573	 1.546	 1.677	 2.605	 3.741	 1.304	 1.110	 1.416	 1.356	 1.306	 1.775	 1.545	 78.773	
  161 1.573	 1.546	 1.677	 2.605	 3.741	 1.304	 1.110	 1.416	 1.356	 1.306	 1.775	 1.545	 78.773	
  162 1.573	 1.546	 1.677	 2.605	 3.741	 1.304	 1.110	 1.416	 1.356	 1.306	 1.775	 1.545	 78.773	
  163 1.573	 1.546	 1.677	 2.605	 3.741	 1.304	 1.110	 1.416	 1.356	 1.306	 1.775	 1.545	 78.773	
  164 1.573	 1.546	 1.677	 2.605	 3.741	 1.304	 1.110	 1.416	 1.356	 1.306	 1.775	 1.545	 78.773	
  165 1.573	 1.546	 1.677	 2.605	 3.741	 1.304	 1.110	 1.416	 1.356	 1.306	 1.775	 1.545	 78.773	
  166 1.573	 1.546	 1.677	 2.605	 3.741	 1.304	 1.110	 1.416	 1.356	 1.306	 1.775	 1.545	 78.773	
  167 1.573	 1.546	 1.677	 2.605	 3.741	 1.304	 1.110	 1.416	 1.356	 1.306	 1.775	 1.545	 78.773	
  168 1.573	 1.546	 1.677	 2.605	 3.741	 1.304	 1.110	 1.416	 1.356	 1.306	 1.775	 1.545	 78.773	
  169 1.573	 1.546	 1.677	 2.605	 3.741	 1.304	 1.110	 1.416	 1.356	 1.306	 1.775	 1.545	 78.773	
  170 1.573	 1.546	 1.677	 2.605	 3.741	 1.304	 1.110	 1.416	 1.356	 1.306	 1.775	 1.545	 78.773	
  171 1.573	 1.546	 1.677	 2.605	 3.741	 1.304	 1.110	 1.416	 1.356	 1.306	 1.775	 1.545	 78.773	
  172 1.573	 1.546	 1.677	 2.605	 3.741	 1.304	 1.110	 1.416	 1.356	 1.306	 1.775	 1.545	 78.773	
  173 1.447	 1.591	 1.692	 2.580	 3.779	 1.206	 1.098	 1.313	 1.443	 1.213	 1.771	 1.605	 75.068	
  174 1.447	 1.591	 1.692	 2.580	 3.779	 1.206	 1.098	 1.313	 1.443	 1.213	 1.771	 1.605	 75.068	
  175 1.447	 1.591	 1.692	 2.580	 3.779	 1.206	 1.098	 1.313	 1.443	 1.213	 1.771	 1.605	 75.068	
  176 1.447	 1.591	 1.692	 2.580	 3.779	 1.206	 1.098	 1.313	 1.443	 1.213	 1.771	 1.605	 75.068	
  177 1.447	 1.591	 1.692	 2.580	 3.779	 1.206	 1.098	 1.313	 1.443	 1.213	 1.771	 1.605	 75.068	
  178 1.499	 1.672	 1.639	 2.639	 3.814	 1.300	 1.104	 1.343	 1.496	 1.288	 1.769	 1.568	 78.421	
  179 1.499	 1.672	 1.639	 2.639	 3.814	 1.300	 1.104	 1.343	 1.496	 1.288	 1.769	 1.568	 78.421	
  180 1.499	 1.672	 1.639	 2.639	 3.814	 1.300	 1.104	 1.343	 1.496	 1.288	 1.769	 1.568	 78.421	
  181 1.499	 1.672	 1.639	 2.639	 3.814	 1.300	 1.104	 1.343	 1.496	 1.288	 1.769	 1.568	 78.421	
  182 1.455	 1.473	 1.639	 2.906	 3.706	 1.331	 1.102	 1.266	 1.548	 1.389	 1.694	 1.352	 88.214	
  183 1.455	 1.473	 1.639	 2.906	 3.706	 1.331	 1.102	 1.266	 1.548	 1.389	 1.694	 1.352	 88.214	
  184 1.455	 1.473	 1.639	 2.906	 3.706	 1.331	 1.102	 1.266	 1.548	 1.389	 1.694	 1.352	 88.214	
  185 1.455	 1.473	 1.639	 2.906	 3.706	 1.331	 1.102	 1.266	 1.548	 1.389	 1.694	 1.352	 88.214	
  186 1.455	 1.473	 1.639	 2.906	 3.706	 1.331	 1.102	 1.266	 1.548	 1.389	 1.694	 1.352	 88.214	
  187 1.455	 1.473	 1.639	 2.906	 3.706	 1.331	 1.102	 1.266	 1.548	 1.389	 1.694	 1.352	 88.214	
  188 1.455	 1.473	 1.639	 2.906	 3.706	 1.331	 1.102	 1.266	 1.548	 1.389	 1.694	 1.352	 88.214	
  189 1.455	 1.473	 1.639	 2.906	 3.706	 1.331	 1.102	 1.266	 1.548	 1.389	 1.694	 1.352	 88.214	
  190 1.455	 1.473	 1.639	 2.906	 3.706	 1.331	 1.102	 1.266	 1.548	 1.389	 1.694	 1.352	 88.214	
  191 1.455	 1.473	 1.639	 2.906	 3.706	 1.331	 1.102	 1.266	 1.548	 1.389	 1.694	 1.352	 88.214	
  192 1.455	 1.473	 1.639	 2.906	 3.706	 1.331	 1.102	 1.266	 1.548	 1.389	 1.694	 1.352	 88.214	
  193 1.455	 1.473	 1.639	 2.906	 3.706	 1.331	 1.102	 1.266	 1.548	 1.389	 1.694	 1.352	 88.214	
  194 1.430	 1.614	 1.823	 2.752	 3.866	 1.369	 0.993	 1.226	 1.414	 1.225	 1.598	 1.522	 76.892	
  195 1.430	 1.614	 1.823	 2.752	 3.866	 1.369	 0.993	 1.226	 1.414	 1.225	 1.598	 1.522	 76.892	
  196 1.430	 1.614	 1.823	 2.752	 3.866	 1.369	 0.993	 1.226	 1.414	 1.225	 1.598	 1.522	 76.892	
  197 1.430	 1.614	 1.823	 2.752	 3.866	 1.369	 0.993	 1.226	 1.414	 1.225	 1.598	 1.522	 76.892	
  198 1.430	 1.614	 1.823	 2.752	 3.866	 1.369	 0.993	 1.226	 1.414	 1.225	 1.598	 1.522	 76.892	
  199 1.430	 1.614	 1.823	 2.752	 3.866	 1.369	 0.993	 1.226	 1.414	 1.225	 1.598	 1.522	 76.892	
  200 1.430	 1.614	 1.823	 2.752	 3.866	 1.369	 0.993	 1.226	 1.414	 1.225	 1.598	 1.522	 76.892	
  201 1.430	 1.614	 1.823	 2.752	 3.866	 1.369	 0.993	 1.226	 1.414	 1.225	 1.598	 1.522	 76.892	
  202 1.430	 1.614	 1.823	 2.752	 3.866	 1.369	 0.993	 1.226	 1.414	 1.225	 1.598	 1.522	 76.892	
  203 1.430	 1.614	 1.823	 2.752	 3.866	 1.369	 0.993	 1.226	 1.414	 1.225	 1.598	 1.522	 76.892	
  204 1.430	 1.614	 1.823	 2.752	 3.866	 1.369	 0.993	 1.226	 1.414	 1.225	 1.598	 1.522	 76.892	
  205 1.430	 1.614	 1.823	 2.752	 3.866	 1.369	 0.993	 1.226	 1.414	 1.225	 1.598	 1.522	 76.892	
